Date,Close,High,Low,Open,Volume
2025-03-03,9.390000343322754,9.819999694824219,9.319999694824219,9.710000038146973,154435900
2025-03-04,9.119999885559082,9.270000457763672,9.0600004196167,9.229999542236328,167500000
2025-03-05,9.649999618530273,9.670000076293945,9.199999809265137,9.260000228881836,157774900
2025-03-06,9.609999656677246,9.720000267028809,9.420000076293945,9.520000457763672,136680700
2025-03-07,9.899999618530273,9.960000038146973,9.510000228881836,9.539999961853027,150644900
2025-03-10,9.960000038146973,10.140000343322754,9.770000457763672,9.770000457763672,167183800
2025-03-11,9.6899995803833,9.960000038146973,9.489999771118164,9.920000076293945,210127000
2025-03-12,9.59000015258789,9.710000038146973,9.460000038146973,9.699999809265137,129994600
2025-03-13,9.529999732971191,9.949999809265137,9.5,9.569999694824219,137747600
2025-03-14,9.729999542236328,9.789999961853027,9.640000343322754,9.65999984741211,91313800
2025-03-17,9.920000076293945,9.979999542236328,9.739999771118164,9.739999771118164,98583100
2025-03-18,9.949999809265137,10.039999961853027,9.880000114440918,9.949999809265137,102730900
2025-03-19,10.170000076293945,10.279999732971191,9.949999809265137,9.960000038146973,124697400
2025-03-20,10.010000228881836,10.149999618530273,9.989999771118164,10.069999694824219,109103700
2025-03-21,10.0,10.119999885559082,9.829999923706055,9.90999984741211,240638600
2025-03-24,10.25,10.25,10.010000228881836,10.039999961853027,102847200
2025-03-25,10.289999961853027,10.350000381469727,10.170000076293945,10.300000190734863,83674900
2025-03-26,10.300000190734863,10.350000381469727,10.09000015258789,10.270000457763672,139742100
2025-03-27,9.899999618530273,10.399999618530273,9.819999694824219,10.260000228881836,229032500
2025-03-28,9.720000267028809,9.890000343322754,9.619999885559082,9.84000015258789,136868300
2025-03-31,10.029999732971191,10.109999656677246,9.550000190734863,9.569999694824219,139951900
2025-04-01,9.9399995803833,10.170000076293945,9.8100004196167,10.100000381469727,135388700
2025-04-02,10.149999618530273,10.270000457763672,9.819999694824219,9.84000015258789,136908500
2025-04-03,9.539999961853027,10.199999809265137,9.529999732971191,9.989999771118164,220271000
2025-04-04,9.579999923706055,9.729999542236328,9.199999809265137,9.319999694824219,177466200
2025-04-07,9.239999771118164,9.640000343322754,9.0,9.270000457763672,274938500
2025-04-08,8.6899995803833,9.520000457763672,8.550000190734863,9.520000457763672,199286800
2025-04-09,9.5,9.539999961853027,8.4399995803833,8.5,199663000
2025-04-10,9.140000343322754,9.279999732971191,8.880000114440918,9.100000381469727,163535400
2025-04-11,9.329999923706055,9.350000381469727,9.039999961853027,9.109999656677246,146073700
2025-04-14,9.710000038146973,9.8100004196167,9.199999809265137,9.380000114440918,189955000
2025-04-15,9.449999809265137,9.630000114440918,9.380000114440918,9.619999885559082,125469000
2025-04-16,9.399999618530273,9.619999885559082,9.289999961853027,9.470000267028809,133804900
2025-04-17,9.630000114440918,9.6899995803833,9.399999618530273,9.40999984741211,129152700
2025-04-21,9.470000267028809,9.630000114440918,9.350000381469727,9.579999923706055,94138900
2025-04-22,9.649999618530273,9.720000267028809,9.529999732971191,9.550000190734863,121387100
2025-04-23,9.779999732971191,10.010000228881836,9.710000038146973,9.84000015258789,158691500
2025-04-24,10.0600004196167,10.09000015258789,9.819999694824219,9.869999885559082,87031000
2025-04-25,10.039999961853027,10.100000381469727,9.970000267028809,10.050000190734863,88682400
2025-04-28,10.020000457763672,10.180000305175781,9.970000267028809,10.0600004196167,77051500
2025-04-29,10.149999618530273,10.1899995803833,9.930000305175781,10.069999694824219,141980300
2025-04-30,10.010000228881836,10.130000114440918,9.859999656677246,10.109999656677246,136285000
2025-05-01,10.180000305175781,10.319999694824219,10.020000457763672,10.140000343322754,126478736
